,external_urls,followers,genres,href,id,images,name,popularity,type,uri
0,{'spotify': 'https://open.spotify.com/artist/4h52MPCFvx56uhmH254Uqz'},"{'href': None, 'total': 124653}","['drill brasileiro', 'grime brasileiro', 'trap carioca']",https://api.spotify.com/v1/artists/4h52MPCFvx56uhmH254Uqz,4h52MPCFvx56uhmH254Uqz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb12f5474ca2b4444baa03a8ff', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517412f5474ca2b4444baa03a8ff', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17812f5474ca2b4444baa03a8ff', 'width': 160}]",LEALL,57,artist,spotify:artist:4h52MPCFvx56uhmH254Uqz
1,{'spotify': 'https://open.spotify.com/artist/6TPJK8tv3AKKSsw0lENTQk'},"{'href': None, 'total': 21260}",['trap brasileiro'],https://api.spotify.com/v1/artists/6TPJK8tv3AKKSsw0lENTQk,6TPJK8tv3AKKSsw0lENTQk,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6501ac418b9adc62b8054988', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746501ac418b9adc62b8054988', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786501ac418b9adc62b8054988', 'width': 160}]",Nagalli,74,artist,spotify:artist:6TPJK8tv3AKKSsw0lENTQk
2,{'spotify': 'https://open.spotify.com/artist/4bXUaTjc7TQTvLqqCAlfYt'},"{'href': None, 'total': 76544}",[],https://api.spotify.com/v1/artists/4bXUaTjc7TQTvLqqCAlfYt,4bXUaTjc7TQTvLqqCAlfYt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb15b89c31ac62e161d2a2e567', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517415b89c31ac62e161d2a2e567', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17815b89c31ac62e161d2a2e567', 'width': 160}]",Jack Back,47,artist,spotify:artist:4bXUaTjc7TQTvLqqCAlfYt
3,{'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'},"{'href': None, 'total': 26502989}","['big room', 'dance pop', 'edm', 'pop', 'pop dance']",https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai,1Cs0zKBU1kc0i8ypK3B9ai,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb75348e1aade2645ad9c58829', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517475348e1aade2645ad9c58829', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17875348e1aade2645ad9c58829', 'width': 160}]",David Guetta,86,artist,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
4,{'spotify': 'https://open.spotify.com/artist/5ChF3i92IPZHduM7jN3dpg'},"{'href': None, 'total': 2260241}","['big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",https://api.spotify.com/v1/artists/5ChF3i92IPZHduM7jN3dpg,5ChF3i92IPZHduM7jN3dpg,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb343c238c9b274c64fd049b59', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174343c238c9b274c64fd049b59', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178343c238c9b274c64fd049b59', 'width': 160}]",Nicky Romero,61,artist,spotify:artist:5ChF3i92IPZHduM7jN3dpg
5,{'spotify': 'https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN'},"{'href': None, 'total': 26801944}","['australian dance', 'australian pop', 'pop']",https://api.spotify.com/v1/artists/5WUlDfRSoLAfcVSX1WnrxN,5WUlDfRSoLAfcVSX1WnrxN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebec40474426f4401a4203dc9f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ec40474426f4401a4203dc9f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ec40474426f4401a4203dc9f', 'width': 160}]",Sia,81,artist,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN
6,{'spotify': 'https://open.spotify.com/artist/7iLc4hrjOjQPfg1E3cCHg1'},"{'href': None, 'total': 213109}","['edm', 'pop dance', 'progressive electro house']",https://api.spotify.com/v1/artists/7iLc4hrjOjQPfg1E3cCHg1,7iLc4hrjOjQPfg1E3cCHg1,"[{'height': 1000, 'url': 'https://i.scdn.co/image/ebae979a746db853d4f8f274719a7ab48f6978d3', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/fdccb3a594a8e7787031ce8d5027b62ded1e8a99', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/8241371470d4a6712dcc0f4306850717c062265f', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/600a251c3fd822018cfbc7b48fd280ee9abf16da', 'width': 64}]",Tim Berg,50,artist,spotify:artist:7iLc4hrjOjQPfg1E3cCHg1
7,{'spotify': 'https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6'},"{'href': None, 'total': 23154229}","['edm', 'pop', 'pop dance']",https://api.spotify.com/v1/artists/1vCWHaC5f2uS3yhpwWbIA6,1vCWHaC5f2uS3yhpwWbIA6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ae07171f989fb39736674113', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ae07171f989fb39736674113', 'width': 160}]",Avicii,79,artist,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6
8,{'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'},"{'href': None, 'total': 26502989}","['big room', 'dance pop', 'edm', 'pop', 'pop dance']",https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai,1Cs0zKBU1kc0i8ypK3B9ai,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb75348e1aade2645ad9c58829', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517475348e1aade2645ad9c58829', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17875348e1aade2645ad9c58829', 'width': 160}]",David Guetta,86,artist,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
9,{'spotify': 'https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6'},"{'href': None, 'total': 23154229}","['edm', 'pop', 'pop dance']",https://api.spotify.com/v1/artists/1vCWHaC5f2uS3yhpwWbIA6,1vCWHaC5f2uS3yhpwWbIA6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ae07171f989fb39736674113', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ae07171f989fb39736674113', 'width': 160}]",Avicii,79,artist,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6
10,{'spotify': 'https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6'},"{'href': None, 'total': 23154229}","['edm', 'pop', 'pop dance']",https://api.spotify.com/v1/artists/1vCWHaC5f2uS3yhpwWbIA6,1vCWHaC5f2uS3yhpwWbIA6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ae07171f989fb39736674113', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ae07171f989fb39736674113', 'width': 160}]",Avicii,79,artist,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6
11,{'spotify': 'https://open.spotify.com/artist/4PLdCloYxu2bMKfuuB9lI5'},"{'href': None, 'total': 851833}","['funk consciente', 'funk paulista']",https://api.spotify.com/v1/artists/4PLdCloYxu2bMKfuuB9lI5,4PLdCloYxu2bMKfuuB9lI5,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfc7dbae2672571efbd40c13f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fc7dbae2672571efbd40c13f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fc7dbae2672571efbd40c13f', 'width': 160}]",MC PH,72,artist,spotify:artist:4PLdCloYxu2bMKfuuB9lI5
12,{'spotify': 'https://open.spotify.com/artist/0KcbRunfjZHfwEnEgd1Dy6'},"{'href': None, 'total': 113}",[],https://api.spotify.com/v1/artists/0KcbRunfjZHfwEnEgd1Dy6,0KcbRunfjZHfwEnEgd1Dy6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbacd3ba3d33bf6bbf63aa2c8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174bacd3ba3d33bf6bbf63aa2c8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178bacd3ba3d33bf6bbf63aa2c8', 'width': 160}]",Murillo e LT no Beat,55,artist,spotify:artist:0KcbRunfjZHfwEnEgd1Dy6
13,{'spotify': 'https://open.spotify.com/artist/2uwIwpXUSnFLDvw6tfiX43'},"{'href': None, 'total': 1259182}",['rap df'],https://api.spotify.com/v1/artists/2uwIwpXUSnFLDvw6tfiX43,2uwIwpXUSnFLDvw6tfiX43,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfe0308951b9ae40f10595251', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fe0308951b9ae40f10595251', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fe0308951b9ae40f10595251', 'width': 160}]",Pacificadores,51,artist,spotify:artist:2uwIwpXUSnFLDvw6tfiX43
14,{'spotify': 'https://open.spotify.com/artist/2hF9jS4eEvj7TtiiLht9Cf'},"{'href': None, 'total': 1281}",['deboxe'],https://api.spotify.com/v1/artists/2hF9jS4eEvj7TtiiLht9Cf,2hF9jS4eEvj7TtiiLht9Cf,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba5fa86ca9129494b7ac6aa7b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a5fa86ca9129494b7ac6aa7b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a5fa86ca9129494b7ac6aa7b', 'width': 160}]",Décio Gomes,40,artist,spotify:artist:2hF9jS4eEvj7TtiiLht9Cf
15,{'spotify': 'https://open.spotify.com/artist/2zxmK0IJ2irkaF1XnUFmc4'},"{'href': None, 'total': 1749}",['deboxe'],https://api.spotify.com/v1/artists/2zxmK0IJ2irkaF1XnUFmc4,2zxmK0IJ2irkaF1XnUFmc4,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb037167627f94bbd17ae84d5e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174037167627f94bbd17ae84d5e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178037167627f94bbd17ae84d5e', 'width': 160}]",DJ SKYPE,46,artist,spotify:artist:2zxmK0IJ2irkaF1XnUFmc4
16,{'spotify': 'https://open.spotify.com/artist/73dudJ9j0HStIhJDU8MjMI'},"{'href': None, 'total': 227145}",['bedroom pop'],https://api.spotify.com/v1/artists/73dudJ9j0HStIhJDU8MjMI,73dudJ9j0HStIhJDU8MjMI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb779a569c0ee4aba392b7db97', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174779a569c0ee4aba392b7db97', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178779a569c0ee4aba392b7db97', 'width': 160}]",Feng Suave,47,artist,spotify:artist:73dudJ9j0HStIhJDU8MjMI
17,{'spotify': 'https://open.spotify.com/artist/063wYkWkHrq5L5YWdrqjEt'},"{'href': None, 'total': 100222}","['brazilian bass', 'brazilian edm']",https://api.spotify.com/v1/artists/063wYkWkHrq5L5YWdrqjEt,063wYkWkHrq5L5YWdrqjEt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe414f6f08668fdc8939838b1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e414f6f08668fdc8939838b1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e414f6f08668fdc8939838b1', 'width': 160}]",Victor Lou,46,artist,spotify:artist:063wYkWkHrq5L5YWdrqjEt
18,{'spotify': 'https://open.spotify.com/artist/11ofEe58zrex8X5NBbWhsk'},"{'href': None, 'total': 2221}",[],https://api.spotify.com/v1/artists/11ofEe58zrex8X5NBbWhsk,11ofEe58zrex8X5NBbWhsk,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf7eb231aa661ddb4bf6c77bc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f7eb231aa661ddb4bf6c77bc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f7eb231aa661ddb4bf6c77bc', 'width': 160}]",Duarte,33,artist,spotify:artist:11ofEe58zrex8X5NBbWhsk
19,{'spotify': 'https://open.spotify.com/artist/72AEqXBKasrYESGfziTxcz'},"{'href': None, 'total': 2302}",[],https://api.spotify.com/v1/artists/72AEqXBKasrYESGfziTxcz,72AEqXBKasrYESGfziTxcz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf7966dab50478de693fd8092', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f7966dab50478de693fd8092', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f7966dab50478de693fd8092', 'width': 160}]",DARKWOLE,28,artist,spotify:artist:72AEqXBKasrYESGfziTxcz
20,{'spotify': 'https://open.spotify.com/artist/5dt5VvKgK1bVZodVPnx7AI'},"{'href': None, 'total': 45}",[],https://api.spotify.com/v1/artists/5dt5VvKgK1bVZodVPnx7AI,5dt5VvKgK1bVZodVPnx7AI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb87940193ec59807bcf432e53', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517487940193ec59807bcf432e53', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17887940193ec59807bcf432e53', 'width': 160}]",NOTXNDYBOY,12,artist,spotify:artist:5dt5VvKgK1bVZodVPnx7AI
21,{'spotify': 'https://open.spotify.com/artist/3455RNeKZ9giouA4pde2qA'},"{'href': None, 'total': 176306}",['trap brasileiro'],https://api.spotify.com/v1/artists/3455RNeKZ9giouA4pde2qA,3455RNeKZ9giouA4pde2qA,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5f74bf77dfb2cd7aa3124469', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745f74bf77dfb2cd7aa3124469', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785f74bf77dfb2cd7aa3124469', 'width': 160}]",Japa,48,artist,spotify:artist:3455RNeKZ9giouA4pde2qA
22,{'spotify': 'https://open.spotify.com/artist/2c6lGDjkOP3A9RsFP4DVrz'},"{'href': None, 'total': 37961}",['plug brasileiro'],https://api.spotify.com/v1/artists/2c6lGDjkOP3A9RsFP4DVrz,2c6lGDjkOP3A9RsFP4DVrz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4a0ccc676bb1229d6b68b56a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744a0ccc676bb1229d6b68b56a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784a0ccc676bb1229d6b68b56a', 'width': 160}]",icedmob,36,artist,spotify:artist:2c6lGDjkOP3A9RsFP4DVrz
23,{'spotify': 'https://open.spotify.com/artist/6A8rC2RnuqMKJom5roADWy'},"{'href': None, 'total': 51356}",['plug brasileiro'],https://api.spotify.com/v1/artists/6A8rC2RnuqMKJom5roADWy,6A8rC2RnuqMKJom5roADWy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb72891774ab3e5d84bb5582b8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517472891774ab3e5d84bb5582b8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17872891774ab3e5d84bb5582b8', 'width': 160}]",Aimar,37,artist,spotify:artist:6A8rC2RnuqMKJom5roADWy
24,{'spotify': 'https://open.spotify.com/artist/2c6lGDjkOP3A9RsFP4DVrz'},"{'href': None, 'total': 37961}",['plug brasileiro'],https://api.spotify.com/v1/artists/2c6lGDjkOP3A9RsFP4DVrz,2c6lGDjkOP3A9RsFP4DVrz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4a0ccc676bb1229d6b68b56a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744a0ccc676bb1229d6b68b56a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784a0ccc676bb1229d6b68b56a', 'width': 160}]",icedmob,36,artist,spotify:artist:2c6lGDjkOP3A9RsFP4DVrz
25,{'spotify': 'https://open.spotify.com/artist/6A8rC2RnuqMKJom5roADWy'},"{'href': None, 'total': 51356}",['plug brasileiro'],https://api.spotify.com/v1/artists/6A8rC2RnuqMKJom5roADWy,6A8rC2RnuqMKJom5roADWy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb72891774ab3e5d84bb5582b8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517472891774ab3e5d84bb5582b8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17872891774ab3e5d84bb5582b8', 'width': 160}]",Aimar,37,artist,spotify:artist:6A8rC2RnuqMKJom5roADWy
26,{'spotify': 'https://open.spotify.com/artist/0YWKYHR1rKdnPRlYvisCqo'},"{'href': None, 'total': 63669}",['trap baiano'],https://api.spotify.com/v1/artists/0YWKYHR1rKdnPRlYvisCqo,0YWKYHR1rKdnPRlYvisCqo,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1fc65f985cc9eb592d880311', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741fc65f985cc9eb592d880311', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781fc65f985cc9eb592d880311', 'width': 160}]",Reid,50,artist,spotify:artist:0YWKYHR1rKdnPRlYvisCqo
27,{'spotify': 'https://open.spotify.com/artist/4oPnjkJcLqOim9KJxvIYMz'},"{'href': None, 'total': 299813}",['brazilian hip hop'],https://api.spotify.com/v1/artists/4oPnjkJcLqOim9KJxvIYMz,4oPnjkJcLqOim9KJxvIYMz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb80859167b16b515cfc181f27', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517480859167b16b515cfc181f27', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17880859167b16b515cfc181f27', 'width': 160}]",Duzz,53,artist,spotify:artist:4oPnjkJcLqOim9KJxvIYMz
28,{'spotify': 'https://open.spotify.com/artist/7eVbT3G1ggf2sz6s7ZV0Ap'},"{'href': None, 'total': 27137}","['scratch', 'turntablism']",https://api.spotify.com/v1/artists/7eVbT3G1ggf2sz6s7ZV0Ap,7eVbT3G1ggf2sz6s7ZV0Ap,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273eeb5d940509f3320ca16c601', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02eeb5d940509f3320ca16c601', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851eeb5d940509f3320ca16c601', 'width': 64}]",X-Ecutioners,37,artist,spotify:artist:7eVbT3G1ggf2sz6s7ZV0Ap
29,{'spotify': 'https://open.spotify.com/artist/01nVIuD8YZsnFH6x6Cc9rX'},"{'href': None, 'total': 93322}","['east coast hip hop', 'instrumental hip hop', 'queens hip hop']",https://api.spotify.com/v1/artists/01nVIuD8YZsnFH6x6Cc9rX,01nVIuD8YZsnFH6x6Cc9rX,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b8e85bb1055b5ee58a983328', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b8e85bb1055b5ee58a983328', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b8e85bb1055b5ee58a983328', 'width': 64}]",Large Professor,41,artist,spotify:artist:01nVIuD8YZsnFH6x6Cc9rX
30,{'spotify': 'https://open.spotify.com/artist/063wYkWkHrq5L5YWdrqjEt'},"{'href': None, 'total': 100222}","['brazilian bass', 'brazilian edm']",https://api.spotify.com/v1/artists/063wYkWkHrq5L5YWdrqjEt,063wYkWkHrq5L5YWdrqjEt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe414f6f08668fdc8939838b1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e414f6f08668fdc8939838b1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e414f6f08668fdc8939838b1', 'width': 160}]",Victor Lou,46,artist,spotify:artist:063wYkWkHrq5L5YWdrqjEt
31,{'spotify': 'https://open.spotify.com/artist/5dt5VvKgK1bVZodVPnx7AI'},"{'href': None, 'total': 45}",[],https://api.spotify.com/v1/artists/5dt5VvKgK1bVZodVPnx7AI,5dt5VvKgK1bVZodVPnx7AI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb87940193ec59807bcf432e53', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517487940193ec59807bcf432e53', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17887940193ec59807bcf432e53', 'width': 160}]",NOTXNDYBOY,12,artist,spotify:artist:5dt5VvKgK1bVZodVPnx7AI
32,{'spotify': 'https://open.spotify.com/artist/31Eea8xaK1xAMyJy2iWE0z'},"{'href': None, 'total': 20444}","['dance pop', 'deep groove house', 'uk dance']",https://api.spotify.com/v1/artists/31Eea8xaK1xAMyJy2iWE0z,31Eea8xaK1xAMyJy2iWE0z,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc9851d7c862adcde16a1a7e6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c9851d7c862adcde16a1a7e6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c9851d7c862adcde16a1a7e6', 'width': 160}]",Eden Prince,51,artist,spotify:artist:31Eea8xaK1xAMyJy2iWE0z
33,{'spotify': 'https://open.spotify.com/artist/2izgj6WOKJsuCRCQUKOoVO'},"{'href': None, 'total': 7073}",['uk dance'],https://api.spotify.com/v1/artists/2izgj6WOKJsuCRCQUKOoVO,2izgj6WOKJsuCRCQUKOoVO,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb114f7f66746819266c2cf18f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174114f7f66746819266c2cf18f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178114f7f66746819266c2cf18f', 'width': 160}]",Nonô,54,artist,spotify:artist:2izgj6WOKJsuCRCQUKOoVO
34,{'spotify': 'https://open.spotify.com/artist/2PHZw1JCGqwqxZdZ0tt222'},"{'href': None, 'total': 114533}","['brazilian edm', 'brazilian house']",https://api.spotify.com/v1/artists/2PHZw1JCGqwqxZdZ0tt222,2PHZw1JCGqwqxZdZ0tt222,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2a295317874248a5a9ce0e06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742a295317874248a5a9ce0e06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782a295317874248a5a9ce0e06', 'width': 160}]",Evokings,41,artist,spotify:artist:2PHZw1JCGqwqxZdZ0tt222
35,{'spotify': 'https://open.spotify.com/artist/6xlRSRMLgZbsSNd0BMobwy'},"{'href': None, 'total': 2145621}","['funk carioca', 'funk das antigas', 'sertanejo universitario']",https://api.spotify.com/v1/artists/6xlRSRMLgZbsSNd0BMobwy,6xlRSRMLgZbsSNd0BMobwy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb82a9a65e4107592025da69ad', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517482a9a65e4107592025da69ad', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17882a9a65e4107592025da69ad', 'width': 160}]",DENNIS,72,artist,spotify:artist:6xlRSRMLgZbsSNd0BMobwy
36,{'spotify': 'https://open.spotify.com/artist/2UMj7NCbuqy1yUZmiSYGjJ'},"{'href': None, 'total': 3063857}","['funk 150 bpm', 'funk carioca', 'funk rj']",https://api.spotify.com/v1/artists/2UMj7NCbuqy1yUZmiSYGjJ,2UMj7NCbuqy1yUZmiSYGjJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb82dfb35656d2f5c61a46506', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b82dfb35656d2f5c61a46506', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b82dfb35656d2f5c61a46506', 'width': 160}]",MC Kevin o Chris,78,artist,spotify:artist:2UMj7NCbuqy1yUZmiSYGjJ
37,{'spotify': 'https://open.spotify.com/artist/0dNyaMJp0r9zBYG86JgRDI'},"{'href': None, 'total': 142637}","['funk carioca', 'funk consciente', 'funk paulista']",https://api.spotify.com/v1/artists/0dNyaMJp0r9zBYG86JgRDI,0dNyaMJp0r9zBYG86JgRDI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb83182850ac44ae4d2324a32f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517483182850ac44ae4d2324a32f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17883182850ac44ae4d2324a32f', 'width': 160}]",MC Vinny,49,artist,spotify:artist:0dNyaMJp0r9zBYG86JgRDI
38,{'spotify': 'https://open.spotify.com/artist/210Sy1oGhvPu929TKoSVcN'},"{'href': None, 'total': 83755}",['funk carioca'],https://api.spotify.com/v1/artists/210Sy1oGhvPu929TKoSVcN,210Sy1oGhvPu929TKoSVcN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2d9693a91a4287754aa0c2b5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742d9693a91a4287754aa0c2b5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782d9693a91a4287754aa0c2b5', 'width': 160}]",Kotim,68,artist,spotify:artist:210Sy1oGhvPu929TKoSVcN
